,AGE,JOB,MARITAL,EDUCATION,DEFAULT,HOUSING,LOAN,CONTACT,MONTH,DAY_OF_WEEK,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,EMP_VAR_RATE,CONS_PRICE_IDX,CONS_CONF_IDX,EURIBOR3M,NUM_EMPLOYEES,Y,EDU_ENCODED
2882,41,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,8,WED,122.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,6
2883,48,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,YES,TELEPHONE,10,TUE,200.0,2.0,999,0,NONEXISTENT,-3.4,92.431,-26.9,0.742,5017.5,0,6
2884,43,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,WED,255.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
2885,76,RETIRED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,THU,344.0,1.0,999,1,FAILURE,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,5
2886,54,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,WED,28.0,10.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4
2887,43,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,THU,345.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.958,5228.1,0,4
2888,27,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,TELEPHONE,5,TUE,19.0,9.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,1
2889,55,ADMIN ,MARRIED,BASIC 9Y,UNKNOWN,NO,YES,TELEPHONE,5,THU,103.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,3
2890,37,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,178.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,5
2891,29,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,NO,YES,CELLULAR,11,FRI,127.0,1.0,6,2,SUCCESS,-1.1,94.76700000000001,-50.8,1.04,4963.6,0,6
2892,37,SERVICES,SINGLE,BASIC 9Y,NO,NO,NO,CELLULAR,5,TUE,348.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,3
2893,30,SERVICES,MARRIED,HIGH SCHOOL,NO,YES,YES,TELEPHONE,7,MON,342.0,9.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4
2894,29,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,7,WED,126.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4
2895,30,BLUE COLLAR,SINGLE,BASIC 9Y,UNKNOWN,YES,NO,CELLULAR,11,THU,71.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3
2896,25,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,YES,CELLULAR,5,FRI,137.0,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,4
2897,34,MANAGEMENT,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,MON,264.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4
2898,58,MANAGEMENT,MARRIED,BASIC 4Y,NO,YES,YES,CELLULAR,5,WED,184.0,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1
2899,26,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,TELEPHONE,6,MON,223.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,4
2900,54,ENTREPRENEURS,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,11,TUE,1855.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1,6
2901,51,BLUE COLLAR,DIVORCED,UNKNOWN,UNKNOWN,NO,NO,TELEPHONE,6,WED,220.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.962,5228.1,0,-1
2902,22,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,9,MON,194.0,2.0,999,3,FAILURE,-1.1,94.199,-37.5,0.882,4963.6,1,5
2903,48,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,TELEPHONE,5,MON,607.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,3
2904,48,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,UNKNOWN,UNKNOWN,TELEPHONE,6,MON,221.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,0,4
2905,53,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,8,THU,100.0,1.0,999,1,FAILURE,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,6
2906,55,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,YES,YES,TELEPHONE,5,TUE,266.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,1
2907,59,ENTREPRENEURS,DIVORCED,HIGH SCHOOL,UNKNOWN,YES,NO,TELEPHONE,5,FRI,138.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,4
2908,52,SELF EMPLOYED,MARRIED,BASIC 4Y,UNKNOWN,NO,YES,TELEPHONE,6,THU,71.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,1
2909,36,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,5,THU,115.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,3
2910,56,SERVICES,DIVORCED,HIGH SCHOOL,UNKNOWN,YES,NO,TELEPHONE,6,MON,13.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,0,4
2911,35,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,YES,TELEPHONE,5,MON,19.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,4
2912,30,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,8,TUE,155.0,1.0,4,1,SUCCESS,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,5
2913,45,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,YES,CELLULAR,3,THU,143.0,2.0,999,0,NONEXISTENT,-1.8,92.84299999999999,-50.0,1.538,5099.1,0,6
2914,48,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,FRI,224.0,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,0,5
2915,36,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,TUE,168.0,5.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,5
2916,40,BLUE COLLAR,SINGLE,BASIC 9Y,NO,YES,YES,TELEPHONE,5,WED,325.0,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,3
2917,32,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,NO,YES,CELLULAR,8,TUE,75.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,6
2918,60,ENTREPRENEURS,MARRIED,BASIC 4Y,NO,YES,NO,TELEPHONE,5,THU,82.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,1
2919,37,UNEMPLOYED,MARRIED,BASIC 9Y,NO,YES,YES,CELLULAR,5,FRI,129.0,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3
2920,32,SELF EMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,THU,276.0,2.0,999,0,NONEXISTENT,-2.9,92.469,-33.6,1.072,5076.2,1,5
2921,58,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,5,FRI,256.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,5
2922,48,ENTREPRENEURS,MARRIED,BASIC 9Y,NO,YES,NO,CELLULAR,7,WED,438.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,3
2923,31,SERVICES,SINGLE,HIGH SCHOOL,NO,NO,YES,CELLULAR,5,THU,50.0,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,4
2924,35,SELF EMPLOYED,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,5,WED,207.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,4
2925,41,BLUE COLLAR,MARRIED,BASIC 6Y,NO,NO,NO,CELLULAR,4,FRI,412.0,1.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,2
2926,42,BLUE COLLAR,MARRIED,UNKNOWN,UNKNOWN,NO,YES,CELLULAR,5,THU,428.0,3.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,-1
2927,55,BLUE COLLAR,DIVORCED,BASIC 9Y,NO,YES,NO,CELLULAR,11,THU,97.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3
2928,36,ADMIN ,DIVORCED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,MON,84.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,4
2929,29,ADMIN ,SINGLE,UNKNOWN,NO,YES,NO,CELLULAR,3,MON,132.0,1.0,999,0,NONEXISTENT,-1.8,93.369,-34.8,0.652,5008.7,1,-1
2930,34,ENTREPRENEURS,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,6,TUE,76.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,6
2931,55,RETIRED,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,10,THU,424.0,2.0,7,1,SUCCESS,-3.4,92.431,-26.9,0.722,5017.5,1,4
2932,27,BLUE COLLAR,SINGLE,BASIC 4Y,NO,NO,NO,CELLULAR,5,TUE,176.0,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1
2933,32,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,5,MON,246.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,6
2934,30,SERVICES,MARRIED,HIGH SCHOOL,NO,YES,YES,TELEPHONE,5,FRI,114.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,0,4
2935,39,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,5,THU,193.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,3
2936,39,BLUE COLLAR,MARRIED,UNKNOWN,NO,YES,NO,CELLULAR,7,TUE,82.0,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,-1
2937,39,ENTREPRENEURS,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,MON,219.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,5
2938,48,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,THU,44.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.962,5228.1,0,5
2939,33,ADMIN ,SINGLE,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,TUE,60.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,4
2940,46,SERVICES,DIVORCED,BASIC 4Y,NO,NO,NO,CELLULAR,5,FRI,493.0,7.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1
2941,51,ADMIN ,SINGLE,UNIVERSITY DEGREE,UNKNOWN,YES,YES,CELLULAR,11,FRI,53.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,0,5
2942,44,BLUE COLLAR,MARRIED,BASIC 4Y,NO,NO,NO,TELEPHONE,6,THU,153.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1
2943,26,SERVICES,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,MON,91.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4
2944,53,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,UNKNOWN,YES,YES,CELLULAR,7,FRI,264.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,6
2945,42,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,MON,116.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,0,5
2946,31,UNEMPLOYED,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,TUE,20.0,12.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
2947,32,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,6,THU,186.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.958,5228.1,0,5
2948,31,ADMIN ,SINGLE,BASIC 9Y,NO,NO,NO,CELLULAR,7,WED,1432.0,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,3
2949,31,BLUE COLLAR,SINGLE,BASIC 4Y,NO,NO,NO,TELEPHONE,6,THU,590.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1
2950,27,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,6,FRI,266.0,2.0,999,1,FAILURE,-1.7,94.055,-39.8,0.748,4991.6,1,5
2951,50,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,9,TUE,84.0,1.0,999,0,NONEXISTENT,-1.1,94.199,-37.5,0.879,4963.6,0,5
2952,31,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,YES,YES,TELEPHONE,6,WED,146.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.962,5228.1,0,4
2953,39,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,YES,YES,TELEPHONE,5,TUE,358.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,3
2954,37,BLUE COLLAR,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,8,TUE,109.0,11.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,6
2955,58,RETIRED,MARRIED,PROFESSIONAL COURSE,UNKNOWN,NO,NO,CELLULAR,8,MON,244.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.97,5228.1,0,6
2956,32,ENTREPRENEURS,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,5,MON,184.0,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,3
2957,43,BLUE COLLAR,SINGLE,BASIC 6Y,NO,YES,YES,CELLULAR,7,WED,1806.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,1,2
2958,33,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,MON,63.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
2959,29,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,YES,CELLULAR,11,WED,182.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,6
2960,32,ENTREPRENEURS,DIVORCED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,7,FRI,57.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,5
2961,42,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,FRI,353.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,5
2962,32,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,FRI,247.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,6
2963,29,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,7,TUE,294.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,6
2964,32,ADMIN ,SINGLE,PROFESSIONAL COURSE,NO,YES,YES,CELLULAR,5,THU,1046.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,1,6
2965,51,SERVICES,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,8,FRI,241.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,4
2966,47,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,10,MON,767.0,3.0,999,0,NONEXISTENT,-1.1,94.601,-49.5,1.0,4963.6,1,5
2967,36,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,5,TUE,137.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,4
2968,37,BLUE COLLAR,MARRIED,PROFESSIONAL COURSE,UNKNOWN,NO,NO,TELEPHONE,5,TUE,128.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
2969,48,SERVICES,DIVORCED,HIGH SCHOOL,UNKNOWN,YES,YES,TELEPHONE,5,MON,158.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,4
2970,50,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,WED,117.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
2971,40,BLUE COLLAR,MARRIED,BASIC 6Y,UNKNOWN,YES,NO,TELEPHONE,5,TUE,211.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2
2972,31,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,YES,CELLULAR,7,MON,15.0,11.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,5
2973,39,BLUE COLLAR,MARRIED,BASIC 6Y,NO,NO,NO,TELEPHONE,5,WED,488.0,12.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,2
2974,38,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,11,TUE,67.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,4
2975,58,ADMIN ,DIVORCED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,10,THU,81.0,1.0,999,0,NONEXISTENT,-0.1,93.79799999999999,-40.4,4.794,5195.8,0,4
2976,37,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,YES,CELLULAR,7,FRI,674.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,1,6
2977,34,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,6,TUE,51.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,4
2978,35,TECHNICIAN,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,7,TUE,740.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,1,4
2979,39,ENTREPRENEURS,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,THU,260.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
2980,78,RETIRED,MARRIED,BASIC 9Y,NO,YES,NO,TELEPHONE,10,THU,321.0,1.0,999,0,NONEXISTENT,-3.4,92.431,-26.9,0.754,5017.5,0,3
2981,43,BLUE COLLAR,SINGLE,HIGH SCHOOL,NO,NO,YES,TELEPHONE,5,THU,137.0,1.0,999,0,NONEXISTENT,-1.8,93.876,-40.0,0.6990000000000001,5008.7,0,4
2982,49,TECHNICIAN,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,11,THU,30.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
2983,32,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,WED,293.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,6
2984,58,ENTREPRENEURS,MARRIED,UNIVERSITY DEGREE,UNKNOWN,NO,NO,TELEPHONE,6,FRI,218.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,5
2985,42,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,WED,127.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.967,5228.1,0,5
2986,32,BLUE COLLAR,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,THU,1119.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,1,6
2987,31,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,7,WED,225.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,6
2988,45,SERVICES,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,7,MON,19.0,23.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,6
2989,43,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,YES,NO,CELLULAR,5,FRI,288.0,3.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3
2990,53,BLUE COLLAR,MARRIED,BASIC 4Y,NO,NO,NO,CELLULAR,8,TUE,76.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,0,1
2991,42,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,YES,TELEPHONE,7,MON,388.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4
2992,40,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,6,FRI,179.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,6
2993,41,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,UNKNOWN,YES,NO,CELLULAR,8,THU,172.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.962,5228.1,0,5
2994,47,BLUE COLLAR,SINGLE,BASIC 9Y,UNKNOWN,NO,NO,CELLULAR,5,WED,159.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3
2995,53,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,YES,TELEPHONE,5,TUE,37.0,13.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,5
2996,60,RETIRED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,10,MON,338.0,2.0,999,0,NONEXISTENT,-1.1,94.601,-49.5,1.0,4963.6,0,5
2997,32,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,THU,485.0,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
2998,67,RETIRED,MARRIED,BASIC 4Y,NO,NO,NO,CELLULAR,8,MON,300.0,3.0,999,0,NONEXISTENT,-1.7,94.027,-38.3,0.898,4991.6,0,1
2999,49,MANAGEMENT,DIVORCED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,THU,144.0,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,5
3000,31,ADMIN ,UNKNOWN,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,MON,182.0,8.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,4
3001,31,ADMIN ,SINGLE,BASIC 9Y,NO,NO,NO,TELEPHONE,5,WED,80.0,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,3
3002,60,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,YES,CELLULAR,4,THU,482.0,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.365,5099.1,1,4
3003,33,BLUE COLLAR,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,4,MON,87.0,2.0,999,2,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,4
3004,41,SELF EMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,MON,796.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
3005,45,SERVICES,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,MON,221.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,6
3006,29,SERVICES,DIVORCED,HIGH SCHOOL,NO,NO,YES,TELEPHONE,5,MON,251.0,11.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,4
3007,39,UNEMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,TUE,132.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,5
3008,35,ADMIN ,MARRIED,HIGH SCHOOL,UNKNOWN,YES,YES,TELEPHONE,5,TUE,236.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,4
3009,33,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,4,THU,106.0,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.435,5099.1,0,5
3010,27,UNEMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,7,TUE,27.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,5
3011,32,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,CELLULAR,7,THU,240.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,3
3012,45,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,6,THU,10.0,16.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,3
3013,36,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,YES,NO,TELEPHONE,5,THU,140.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,3
3014,41,SERVICES,SINGLE,UNKNOWN,NO,YES,NO,CELLULAR,5,THU,206.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,-1
